clientid,clientname,productgroup,planname,planid,groupid,benefitid,volume
1193,Wintheiser Group,MED,POS  ,WPP001085 ,WPG001085 ,WPB001085 ,3538
1194,Champlin Inc,DENT,DHMO ,CDP001088 ,CDG001088 ,CDB001088 ,10114
1194,Champlin Inc,DENT,DPPO ,CDP001089 ,CDG001089 ,CDB001089 ,3298
1194,Champlin Inc,DENT,DEPO ,CDP001087 ,CDG001087 ,CDB001087 ,3381
1195,Greenholt PLC,MED,HMO  ,GHP001093 ,GHG001093 ,GHB001093 ,18121
1195,Greenholt PLC,MED,PPO  ,GPP001095 ,GPG001095 ,GPB001095 ,5232
1195,Greenholt PLC,MED,POS  ,GPP001094 ,GPG001094 ,GPB001094 ,2602
1195,Greenholt PLC,DENT,DHMO ,GDP001091 ,GDG001091 ,GDB001091 ,1900
1195,Greenholt PLC,DENT,DPPO ,GDP001092 ,GDG001092 ,GDB001092 ,646
1195,Greenholt PLC,DENT,DEPO ,GDP001090 ,GDG001090 ,GDB001090 ,643
1195,Greenholt PLC,"MED,DENT",GHMO ,GGP001096 ,GGG001096 ,GGB001096 ,2934
1195,Greenholt PLC,"MED,DENT",GPPO ,GGP001097 ,GGG001097 ,GGB001097 ,329
1196,Conroy-Barrows,MED,HMO  ,CHP001098 ,CHG001098 ,CHB001098 ,25326
1196,Conroy-Barrows,MED,PPO  ,CPP001100 ,CPG001100 ,CPB001100 ,7162
1196,Conroy-Barrows,MED,POS  ,CPP001099 ,CPG001099 ,CPB001099 ,3614
1197,"Ruecker, Sawayn and Champlin",MED,HMO  ,RHP001106 ,RHG001106 ,RHB001106 ,2156
1197,"Ruecker, Sawayn and Champlin",MED,PPO  ,RPP001108 ,RPG001108 ,RPB001108 ,638
1197,"Ruecker, Sawayn and Champlin",MED,POS  ,RPP001107 ,RPG001107 ,RPB001107 ,321
1197,"Ruecker, Sawayn and Champlin",DENT,DHMO ,RDP001102 ,RDG001102 ,RDB001102 ,494
1197,"Ruecker, Sawayn and Champlin",DENT,DPPO ,RDP001103 ,RDG001103 ,RDB001103 ,168
1197,"Ruecker, Sawayn and Champlin",DENT,DEPO ,RDP001101 ,RDG001101 ,RDB001101 ,143
1197,"Ruecker, Sawayn and Champlin",PDP,PDP  ,RPP001115 ,RPG001115 ,RPB001115 ,817
1197,"Ruecker, Sawayn and Champlin","MED,DENT",GHMO ,RGP001109 ,RGG001109 ,RGB001109 ,2778
1197,"Ruecker, Sawayn and Champlin","MED,DENT",GPPO ,RGP001110 ,RGG001110 ,RGB001110 ,302
1197,"Ruecker, Sawayn and Champlin","MED,PDP",GHMO ,RGP001113 ,RGG001113 ,RGB001113 ,1178
1197,"Ruecker, Sawayn and Champlin","MED,PDP",GPPO ,RGP001114 ,RGG001114 ,RGB001114 ,312
1197,"Ruecker, Sawayn and Champlin","DENT,PDP",GHMO ,RGP001104 ,RGG001104 ,RGB001104 ,527
1197,"Ruecker, Sawayn and Champlin","DENT,PDP",GPPO ,RGP001105 ,RGG001105 ,RGB001105 ,229
1197,"Ruecker, Sawayn and Champlin","MED,DENT,PDP",GHMO ,RGP001112 ,RGG001112 ,RGB001112 ,1665
1197,"Ruecker, Sawayn and Champlin","MED,DENT,PDP",GEPO ,RGP001111 ,RGG001111 ,RGB001111 ,3863
1198,Shanahan and Sons,MED,HMO  ,SHP001116 ,SHG001116 ,SHB001116 ,10180
1198,Shanahan and Sons,MED,PPO  ,SPP001118 ,SPG001118 ,SPB001118 ,2989
1198,Shanahan and Sons,MED,POS  ,SPP001117 ,SPG001117 ,SPB001117 ,1493
1199,Harvey-Heidenreich,MED,HMO  ,HHP001119 ,HHG001119 ,HHB001119 ,9093
1199,Harvey-Heidenreich,MED,PPO  ,HPP001121 ,HPG001121 ,HPB001121 ,2643
1199,Harvey-Heidenreich,MED,POS  ,HPP001120 ,HPG001120 ,HPB001120 ,1344
1200,Wisoky-Kerluke,MED,HMO  ,WHP001125 ,WHG001125 ,WHB001125 ,5553
1200,Wisoky-Kerluke,MED,PPO  ,WPP001127 ,WPG001127 ,WPB001127 ,1559
1200,Wisoky-Kerluke,MED,POS  ,WPP001126 ,WPG001126 ,WPB001126 ,766
1200,Wisoky-Kerluke,DENT,DHMO ,WDP001123 ,WDG001123 ,WDB001123 ,543
1200,Wisoky-Kerluke,DENT,DPPO ,WDP001124 ,WDG001124 ,WDB001124 ,197
1200,Wisoky-Kerluke,DENT,DEPO ,WDP001122 ,WDG001122 ,WDB001122 ,183
1200,Wisoky-Kerluke,"MED,DENT",GHMO ,WGP001128 ,WGG001128 ,WGB001128 ,845
1200,Wisoky-Kerluke,"MED,DENT",GPPO ,WGP001129 ,WGG001129 ,WGB001129 ,100
1201,Jenkins and Sons,MED,HMO  ,JHP001133 ,JHG001133 ,JHB001133 ,24862
1201,Jenkins and Sons,MED,PPO  ,JPP001135 ,JPG001135 ,JPB001135 ,7072
1201,Jenkins and Sons,MED,POS  ,JPP001134 ,JPG001134 ,JPB001134 ,3576
1201,Jenkins and Sons,DENT,DHMO ,JDP001131 ,JDG001131 ,JDB001131 ,2700
1201,Jenkins and Sons,DENT,DPPO ,JDP001132 ,JDG001132 ,JDB001132 ,886
1201,Jenkins and Sons,DENT,DEPO ,JDP001130 ,JDG001130 ,JDB001130 ,894
1201,Jenkins and Sons,"MED,DENT",GHMO ,JGP001136 ,JGG001136 ,JGB001136 ,4061
1201,Jenkins and Sons,"MED,DENT",GPPO ,JGP001137 ,JGG001137 ,JGB001137 ,435
1202,Heller PLC,MED,HMO  ,HHP001141 ,HHG001141 ,HHB001141 ,7608
1202,Heller PLC,MED,PPO  ,HPP001143 ,HPG001143 ,HPB001143 ,2185
1202,Heller PLC,MED,POS  ,HPP001142 ,HPG001142 ,HPB001142 ,1144
1202,Heller PLC,DENT,DHMO ,HDP001139 ,HDG001139 ,HDB001139 ,809
1202,Heller PLC,DENT,DPPO ,HDP001140 ,HDG001140 ,HDB001140 ,250
1202,Heller PLC,DENT,DEPO ,HDP001138 ,HDG001138 ,HDB001138 ,281
1202,Heller PLC,"MED,DENT",GHMO ,HGP001144 ,HGG001144 ,HGB001144 ,1255
1202,Heller PLC,"MED,DENT",GPPO ,HGP001145 ,HGG001145 ,HGB001145 ,132
1203,Kuhlman Group,MED,HMO  ,KHP001146 ,KHG001146 ,KHB001146 ,11913
1203,Kuhlman Group,MED,PPO  ,KPP001148 ,KPG001148 ,KPB001148 ,3403
1203,Kuhlman Group,MED,POS  ,KPP001147 ,KPG001147 ,KPB001147 ,1768
1204,Zboncak-Lind,MED,HMO  ,ZHP001149 ,ZHG001149 ,ZHB001149 ,2602
1204,Zboncak-Lind,MED,PPO  ,ZPP001151 ,ZPG001151 ,ZPB001151 ,747
1204,Zboncak-Lind,MED,POS  ,ZPP001150 ,ZPG001150 ,ZPB001150 ,363
1205,Morar-Bruen,MED,HMO  ,MHP001152 ,MHG001152 ,MHB001152 ,10364
1205,Morar-Bruen,MED,PPO  ,MPP001154 ,MPG001154 ,MPB001154 ,2902
1205,Morar-Bruen,MED,POS  ,MPP001153 ,MPG001153 ,MPB001153 ,1489
1206,"Waelchi, McDermott and Flatley",MED,HMO  ,WHP001155 ,WHG001155 ,WHB001155 ,979
1206,"Waelchi, McDermott and Flatley",MED,PPO  ,WPP001157 ,WPG001157 ,WPB001157 ,268
1206,"Waelchi, McDermott and Flatley",MED,POS  ,WPP001156 ,WPG001156 ,WPB001156 ,124
1207,"Streich, Upton and Littel",MED,HMO  ,SHP001158 ,SHG001158 ,SHB001158 ,7426
1207,"Streich, Upton and Littel",MED,PPO  ,SPP001160 ,SPG001160 ,SPB001160 ,2152
1207,"Streich, Upton and Littel",MED,POS  ,SPP001159 ,SPG001159 ,SPB001159 ,1095
1207,"Streich, Upton and Littel",PDP,PDP  ,SPP001163 ,SPG001163 ,SPB001163 ,6339
1207,"Streich, Upton and Littel","MED,PDP",GHMO ,SGP001161 ,SGG001161 ,SGB001161 ,3432
1207,"Streich, Upton and Littel","MED,PDP",GPPO ,SGP001162 ,SGG001162 ,SGB001162 ,879
1208,"Kihn, West and Heidenreich",MED,HMO  ,KHP001164 ,KHG001164 ,KHB001164 ,17813
1208,"Kihn, West and Heidenreich",MED,PPO  ,KPP001166 ,KPG001166 ,KPB001166 ,5123
1208,"Kihn, West and Heidenreich",MED,POS  ,KPP001165 ,KPG001165 ,KPB001165 ,2600
1209,"Barrows, Willms and Rath",MED,HMO  ,BHP001167 ,BHG001167 ,BHB001167 ,3584
1209,"Barrows, Willms and Rath",MED,PPO  ,BPP001169 ,BPG001169 ,BPB001169 ,1017
1209,"Barrows, Willms and Rath",MED,POS  ,BPP001168 ,BPG001168 ,BPB001168 ,522
1209,"Barrows, Willms and Rath",PDP,PDP  ,BPP001172 ,BPG001172 ,BPB001172 ,3002
1209,"Barrows, Willms and Rath","MED,PDP",GHMO ,BGP001170 ,BGG001170 ,BGB001170 ,1635
1209,"Barrows, Willms and Rath","MED,PDP",GPPO ,BGP001171 ,BGG001171 ,BGB001171 ,443
1210,"Koelpin, Price and Kling",MED,HMO  ,KHP001176 ,KHG001176 ,KHB001176 ,18846
1210,"Koelpin, Price and Kling",MED,PPO  ,KPP001178 ,KPG001178 ,KPB001178 ,5373
1210,"Koelpin, Price and Kling",MED,POS  ,KPP001177 ,KPG001177 ,KPB001177 ,2714
1210,"Koelpin, Price and Kling",DENT,DHMO ,KDP001174 ,KDG001174 ,KDB001174 ,2007
1210,"Koelpin, Price and Kling",DENT,DPPO ,KDP001175 ,KDG001175 ,KDB001175 ,667
1210,"Koelpin, Price and Kling",DENT,DEPO ,KDP001173 ,KDG001173 ,KDB001173 ,670
1210,"Koelpin, Price and Kling","MED,DENT",GHMO ,KGP001179 ,KGG001179 ,KGB001179 ,2979
1210,"Koelpin, Price and Kling","MED,DENT",GPPO ,KGP001180 ,KGG001180 ,KGB001180 ,331
1211,"Koss, Cruickshank and Sipes",MED,HMO  ,KHP001181 ,KHG001181 ,KHB001181 ,13526
1211,"Koss, Cruickshank and Sipes",MED,PPO  ,KPP001183 ,KPG001183 ,KPB001183 ,3900
1211,"Koss, Cruickshank and Sipes",MED,POS  ,KPP001182 ,KPG001182 ,KPB001182 ,1936
1212,Marquardt-Klein,MED,HMO  ,MHP001187 ,MHG001187 ,MHB001187 ,1081
1212,Marquardt-Klein,MED,PPO  ,MPP001189 ,MPG001189 ,MPB001189 ,309
1212,Marquardt-Klein,MED,POS  ,MPP001188 ,MPG001188 ,MPB001188 ,142
1212,Marquardt-Klein,DENT,DHMO ,MDP001185 ,MDG001185 ,MDB001185 ,113
1212,Marquardt-Klein,DENT,DPPO ,MDP001186 ,MDG001186 ,MDB001186 ,33
1212,Marquardt-Klein,DENT,DEPO ,MDP001184 ,MDG001184 ,MDB001184 ,37
1212,Marquardt-Klein,"MED,DENT",GHMO ,MGP001190 ,MGG001190 ,MGB001190 ,161
1212,Marquardt-Klein,"MED,DENT",GPPO ,MGP001191 ,MGG001191 ,MGB001191 ,18
1213,"Schroeder, Tromp and Casper",PDP,PDP  ,SPP001192 ,SPG001192 ,SPB001192 ,2258
1214,Nienow-Stark,MED,HMO  ,NHP001193 ,NHG001193 ,NHB001193 ,1863
1214,Nienow-Stark,MED,PPO  ,NPP001195 ,NPG001195 ,NPB001195 ,543
1214,Nienow-Stark,MED,POS  ,NPP001194 ,NPG001194 ,NPB001194 ,245
1215,Crona-Feeney,MED,HMO  ,CHP001196 ,CHG001196 ,CHB001196 ,7803
1215,Crona-Feeney,MED,PPO  ,CPP001198 ,CPG001198 ,CPB001198 ,2283
1215,Crona-Feeney,MED,POS  ,CPP001197 ,CPG001197 ,CPB001197 ,1123
1216,Hahn-Carter,MED,HMO  ,HHP001199 ,HHG001199 ,HHB001199 ,6157
1216,Hahn-Carter,MED,PPO  ,HPP001201 ,HPG001201 ,HPB001201 ,1825
1216,Hahn-Carter,MED,POS  ,HPP001200 ,HPG001200 ,HPB001200 ,895
1217,"Bode, Kub and Fay",DENT,DHMO ,BDP001203 ,BDG001203 ,BDB001203 ,1960
1217,"Bode, Kub and Fay",DENT,DPPO ,BDP001204 ,BDG001204 ,BDB001204 ,670
1217,"Bode, Kub and Fay",DENT,DEPO ,BDP001202 ,BDG001202 ,BDB001202 ,612
1218,Nikolaus and Sons,MED,HMO  ,NHP001205 ,NHG001205 ,NHB001205 ,17655
1218,Nikolaus and Sons,MED,PPO  ,NPP001207 ,NPG001207 ,NPB001207 ,5021
1218,Nikolaus and Sons,MED,POS  ,NPP001206 ,NPG001206 ,NPB001206 ,2557
1219,"Blick, Mueller and Botsford",DENT,DHMO ,BDP001209 ,BDG001209 ,BDB001209 ,7971
1219,"Blick, Mueller and Botsford",DENT,DPPO ,BDP001210 ,BDG001210 ,BDB001210 ,2644
1219,"Blick, Mueller and Botsford",DENT,DEPO ,BDP001208 ,BDG001208 ,BDB001208 ,2629
1220,"Stiedemann, Purdy and Funk",MED,HMO  ,SHP001214 ,SHG001214 ,SHB001214 ,1432
1220,"Stiedemann, Purdy and Funk",MED,PPO  ,SPP001216 ,SPG001216 ,SPB001216 ,400
1220,"Stiedemann, Purdy and Funk",MED,POS  ,SPP001215 ,SPG001215 ,SPB001215 ,195
1220,"Stiedemann, Purdy and Funk",DENT,DHMO ,SDP001212 ,SDG001212 ,SDB001212 ,148
1220,"Stiedemann, Purdy and Funk",DENT,DPPO ,SDP001213 ,SDG001213 ,SDB001213 ,44
1220,"Stiedemann, Purdy and Funk",DENT,DEPO ,SDP001211 ,SDG001211 ,SDB001211 ,54
1220,"Stiedemann, Purdy and Funk","MED,DENT",GHMO ,SGP001217 ,SGG001217 ,SGB001217 ,226
1220,"Stiedemann, Purdy and Funk","MED,DENT",GPPO ,SGP001218 ,SGG001218 ,SGB001218 ,25
1221,"Roob, Gusikowski and Stehr",MED,HMO  ,RHP001222 ,RHG001222 ,RHB001222 ,2154
1221,"Roob, Gusikowski and Stehr",MED,PPO  ,RPP001224 ,RPG001224 ,RPB001224 ,631
1221,"Roob, Gusikowski and Stehr",MED,POS  ,RPP001223 ,RPG001223 ,RPB001223 ,307
1221,"Roob, Gusikowski and Stehr",DENT,DHMO ,RDP001220 ,RDG001220 ,RDB001220 ,217
1221,"Roob, Gusikowski and Stehr",DENT,DPPO ,RDP001221 ,RDG001221 ,RDB001221 ,74
1221,"Roob, Gusikowski and Stehr",DENT,DEPO ,RDP001219 ,RDG001219 ,RDB001219 ,82
1221,"Roob, Gusikowski and Stehr","MED,DENT",GHMO ,RGP001225 ,RGG001225 ,RGB001225 ,365
1221,"Roob, Gusikowski and Stehr","MED,DENT",GPPO ,RGP001226 ,RGG001226 ,RGB001226 ,30
1222,Botsford and Sons,DENT,DHMO ,BDP001228 ,BDG001228 ,BDB001228 ,8977
1222,Botsford and Sons,DENT,DPPO ,BDP001229 ,BDG001229 ,BDB001229 ,3056
1222,Botsford and Sons,DENT,DEPO ,BDP001227 ,BDG001227 ,BDB001227 ,3030
1222,Botsford and Sons,PDP,PDP  ,BPP001232 ,BPG001232 ,BPB001232 ,5166
1222,Botsford and Sons,"DENT,PDP",GHMO ,BGP001230 ,BGG001230 ,BGB001230 ,3529
1222,Botsford and Sons,"DENT,PDP",GPPO ,BGP001231 ,BGG001231 ,BGB001231 ,1553
1223,Halvorson Group,MED,HMO  ,HHP001233 ,HHG001233 ,HHB001233 ,13789
1223,Halvorson Group,MED,PPO  ,HPP001235 ,HPG001235 ,HPB001235 ,3917
1223,Halvorson Group,MED,POS  ,HPP001234 ,HPG001234 ,HPB001234 ,1936
1224,"Oberbrunner, West and Quigley",MED,HMO  ,OHP001236 ,OHG001236 ,OHB001236 ,3770
1224,"Oberbrunner, West and Quigley",MED,PPO  ,OPP001238 ,OPG001238 ,OPB001238 ,1077
1224,"Oberbrunner, West and Quigley",MED,POS  ,OPP001237 ,OPG001237 ,OPB001237 ,540
1224,"Oberbrunner, West and Quigley",PDP,PDP  ,OPP001241 ,OPG001241 ,OPB001241 ,3228
1224,"Oberbrunner, West and Quigley","MED,PDP",GHMO ,OGP001239 ,OGG001239 ,OGB001239 ,1711
1224,"Oberbrunner, West and Quigley","MED,PDP",GPPO ,OGP001240 ,OGG001240 ,OGB001240 ,407
1225,Rempel-Smitham,MED,HMO  ,RHP001247 ,RHG001247 ,RHB001247 ,1629
1225,Rempel-Smitham,MED,PPO  ,RPP001249 ,RPG001249 ,RPB001249 ,497
1225,Rempel-Smitham,MED,POS  ,RPP001248 ,RPG001248 ,RPB001248 ,258
1225,Rempel-Smitham,DENT,DHMO ,RDP001243 ,RDG001243 ,RDB001243 ,337
1225,Rempel-Smitham,DENT,DPPO ,RDP001244 ,RDG001244 ,RDB001244 ,107
1225,Rempel-Smitham,DENT,DEPO ,RDP001242 ,RDG001242 ,RDB001242 ,110
1225,Rempel-Smitham,PDP,PDP  ,RPP001256 ,RPG001256 ,RPB001256 ,561
1225,Rempel-Smitham,"MED,DENT",GHMO ,RGP001250 ,RGG001250 ,RGB001250 ,2142
1225,Rempel-Smitham,"MED,DENT",GPPO ,RGP001251 ,RGG001251 ,RGB001251 ,251
1225,Rempel-Smitham,"MED,PDP",GHMO ,RGP001254 ,RGG001254 ,RGB001254 ,959
1225,Rempel-Smitham,"MED,PDP",GPPO ,RGP001255 ,RGG001255 ,RGB001255 ,243
1225,Rempel-Smitham,"DENT,PDP",GHMO ,RGP001245 ,RGG001245 ,RGB001245 ,370
1225,Rempel-Smitham,"DENT,PDP",GPPO ,RGP001246 ,RGG001246 ,RGB001246 ,173
1225,Rempel-Smitham,"MED,DENT,PDP",GHMO ,RGP001253 ,RGG001253 ,RGB001253 ,1228
1225,Rempel-Smitham,"MED,DENT,PDP",GEPO ,RGP001252 ,RGG001252 ,RGB001252 ,2897
1226,Marks PLC,MED,HMO  ,MHP001257 ,MHG001257 ,MHB001257 ,12183
1226,Marks PLC,MED,PPO  ,MPP001259 ,MPG001259 ,MPB001259 ,3445
1226,Marks PLC,MED,POS  ,MPP001258 ,MPG001258 ,MPB001258 ,1751
1227,Trantow PLC,MED,HMO  ,THP001260 ,THG001260 ,THB001260 ,19786
1227,Trantow PLC,MED,PPO  ,TPP001262 ,TPG001262 ,TPB001262 ,5623
1227,Trantow PLC,MED,POS  ,TPP001261 ,TPG001261 ,TPB001261 ,2749
1228,Senger and Sons,MED,HMO  ,SHP001263 ,SHG001263 ,SHB001263 ,25213
1228,Senger and Sons,MED,PPO  ,SPP001265 ,SPG001265 ,SPB001265 ,7245
1228,Senger and Sons,MED,POS  ,SPP001264 ,SPG001264 ,SPB001264 ,3491
1229,Tromp Inc,MED,HMO  ,THP001269 ,THG001269 ,THB001269 ,4255
1229,Tromp Inc,MED,PPO  ,TPP001271 ,TPG001271 ,TPB001271 ,1196
1229,Tromp Inc,MED,POS  ,TPP001270 ,TPG001270 ,TPB001270 ,618
1229,Tromp Inc,DENT,DHMO ,TDP001267 ,TDG001267 ,TDB001267 ,450
1229,Tromp Inc,DENT,DPPO ,TDP001268 ,TDG001268 ,TDB001268 ,152
1229,Tromp Inc,DENT,DEPO ,TDP001266 ,TDG001266 ,TDB001266 ,140
1229,Tromp Inc,"MED,DENT",GHMO ,TGP001272 ,TGG001272 ,TGB001272 ,695
1229,Tromp Inc,"MED,DENT",GPPO ,TGP001273 ,TGG001273 ,TGB001273 ,69
1230,Jast-Herzog,MED,HMO  ,JHP001274 ,JHG001274 ,JHB001274 ,3278
1230,Jast-Herzog,MED,PPO  ,JPP001276 ,JPG001276 ,JPB001276 ,885
1230,Jast-Herzog,MED,POS  ,JPP001275 ,JPG001275 ,JPB001275 ,463
1231,"Jast, Lemke and Kreiger",DENT,DHMO ,JDP001278 ,JDG001278 ,JDB001278 ,6068
1231,"Jast, Lemke and Kreiger",DENT,DPPO ,JDP001279 ,JDG001279 ,JDB001279 ,2130
1231,"Jast, Lemke and Kreiger",DENT,DEPO ,JDP001277 ,JDG001277 ,JDB001277 ,2055
1231,"Jast, Lemke and Kreiger",PDP,PDP  ,JPP001282 ,JPG001282 ,JPB001282 ,3409
1231,"Jast, Lemke and Kreiger","DENT,PDP",GHMO ,JGP001280 ,JGG001280 ,JGB001280 ,2424
1231,"Jast, Lemke and Kreiger","DENT,PDP",GPPO ,JGP001281 ,JGG001281 ,JGB001281 ,1032
1232,Mosciski-Hamill,MED,HMO  ,MHP001283 ,MHG001283 ,MHB001283 ,3918
1232,Mosciski-Hamill,MED,PPO  ,MPP001285 ,MPG001285 ,MPB001285 ,1145
1232,Mosciski-Hamill,MED,POS  ,MPP001284 ,MPG001284 ,MPB001284 ,542
1233,Waters and Sons,MED,HMO  ,WHP001286 ,WHG001286 ,WHB001286 ,10681
1233,Waters and Sons,MED,PPO  ,WPP001288 ,WPG001288 ,WPB001288 ,2979
1233,Waters and Sons,MED,POS  ,WPP001287 ,WPG001287 ,WPB001287 ,1553
1234,Swaniawski PLC,MED,HMO  ,SHP001292 ,SHG001292 ,SHB001292 ,18022
1234,Swaniawski PLC,MED,PPO  ,SPP001294 ,SPG001294 ,SPB001294 ,5176
1234,Swaniawski PLC,MED,POS  ,SPP001293 ,SPG001293 ,SPB001293 ,2636
1234,Swaniawski PLC,DENT,DHMO ,SDP001290 ,SDG001290 ,SDB001290 ,1868
1234,Swaniawski PLC,DENT,DPPO ,SDP001291 ,SDG001291 ,SDB001291 ,653
1234,Swaniawski PLC,DENT,DEPO ,SDP001289 ,SDG001289 ,SDB001289 ,645
1234,Swaniawski PLC,"MED,DENT",GHMO ,SGP001295 ,SGG001295 ,SGB001295 ,2896
1234,Swaniawski PLC,"MED,DENT",GPPO ,SGP001296 ,SGG001296 ,SGB001296 ,321
1235,Effertz LLC,MED,HMO  ,EHP001297 ,EHG001297 ,EHB001297 ,13613
1235,Effertz LLC,MED,PPO  ,EPP001299 ,EPG001299 ,EPB001299 ,3875
1235,Effertz LLC,MED,POS  ,EPP001298 ,EPG001298 ,EPB001298 ,1955
1236,Volkman-Beatty,MED,HMO  ,VHP001300 ,VHG001300 ,VHB001300 ,1124
1236,Volkman-Beatty,MED,PPO  ,VPP001302 ,VPG001302 ,VPB001302 ,295
1236,Volkman-Beatty,MED,POS  ,VPP001301 ,VPG001301 ,VPB001301 ,158
1237,Abernathy and Sons,MED,HMO  ,AHP001303 ,AHG001303 ,AHB001303 ,1118
1237,Abernathy and Sons,MED,PPO  ,APP001305 ,APG001305 ,APB001305 ,306
1237,Abernathy and Sons,MED,POS  ,APP001304 ,APG001304 ,APB001304 ,166
1237,Abernathy and Sons,PDP,PDP  ,APP001308 ,APG001308 ,APB001308 ,954
1237,Abernathy and Sons,"MED,PDP",GHMO ,AGP001306 ,AGG001306 ,AGB001306 ,502
1237,Abernathy and Sons,"MED,PDP",GPPO ,AGP001307 ,AGG001307 ,AGB001307 ,145
1238,Frami-Abshire,DENT,DHMO ,FDP001310 ,FDG001310 ,FDB001310 ,19292
1238,Frami-Abshire,DENT,DPPO ,FDP001311 ,FDG001311 ,FDB001311 ,6370
1238,Frami-Abshire,DENT,DEPO ,FDP001309 ,FDG001309 ,FDB001309 ,6414
1239,Muller PLC,MED,HMO  ,MHP001312 ,MHG001312 ,MHB001312 ,2185
1239,Muller PLC,MED,PPO  ,MPP001314 ,MPG001314 ,MPB001314 ,650
1239,Muller PLC,MED,POS  ,MPP001313 ,MPG001313 ,MPB001313 ,311
1239,Muller PLC,PDP,PDP  ,MPP001317 ,MPG001317 ,MPB001317 ,1904
1239,Muller PLC,"MED,PDP",GHMO ,MGP001315 ,MGG001315 ,MGB001315 ,1041
1239,Muller PLC,"MED,PDP",GPPO ,MGP001316 ,MGG001316 ,MGB001316 ,257
1240,Rau Inc,MED,HMO  ,RHP001321 ,RHG001321 ,RHB001321 ,6369
1240,Rau Inc,MED,PPO  ,RPP001323 ,RPG001323 ,RPB001323 ,1791
1240,Rau Inc,MED,POS  ,RPP001322 ,RPG001322 ,RPB001322 ,906
1240,Rau Inc,DENT,DHMO ,RDP001319 ,RDG001319 ,RDB001319 ,706
1240,Rau Inc,DENT,DPPO ,RDP001320 ,RDG001320 ,RDB001320 ,228
1240,Rau Inc,DENT,DEPO ,RDP001318 ,RDG001318 ,RDB001318 ,217
1240,Rau Inc,"MED,DENT",GHMO ,RGP001324 ,RGG001324 ,RGB001324 ,988
1240,Rau Inc,"MED,DENT",GPPO ,RGP001325 ,RGG001325 ,RGB001325 ,106
1241,Bayer LLC,MED,HMO  ,BHP001329 ,BHG001329 ,BHB001329 ,9145
1241,Bayer LLC,MED,PPO  ,BPP001331 ,BPG001331 ,BPB001331 ,2559
1241,Bayer LLC,MED,POS  ,BPP001330 ,BPG001330 ,BPB001330 ,1291
1241,Bayer LLC,DENT,DHMO ,BDP001327 ,BDG001327 ,BDB001327 ,972
1241,Bayer LLC,DENT,DPPO ,BDP001328 ,BDG001328 ,BDB001328 ,354
1241,Bayer LLC,DENT,DEPO ,BDP001326 ,BDG001326 ,BDB001326 ,295
1241,Bayer LLC,"MED,DENT",GHMO ,BGP001332 ,BGG001332 ,BGB001332 ,1472
1241,Bayer LLC,"MED,DENT",GPPO ,BGP001333 ,BGG001333 ,BGB001333 ,159
1242,Huel Ltd,MED,HMO  ,HHP001337 ,HHG001337 ,HHB001337 ,21714
1242,Huel Ltd,MED,PPO  ,HPP001339 ,HPG001339 ,HPB001339 ,6250
1242,Huel Ltd,MED,POS  ,HPP001338 ,HPG001338 ,HPB001338 ,3082
1242,Huel Ltd,DENT,DHMO ,HDP001335 ,HDG001335 ,HDB001335 ,2346
1242,Huel Ltd,DENT,DPPO ,HDP001336 ,HDG001336 ,HDB001336 ,802
1242,Huel Ltd,DENT,DEPO ,HDP001334 ,HDG001334 ,HDB001334 ,753
1242,Huel Ltd,"MED,DENT",GHMO ,HGP001340 ,HGG001340 ,HGB001340 ,3549
1242,Huel Ltd,"MED,DENT",GPPO ,HGP001341 ,HGG001341 ,HGB001341 ,378
1243,"Kautzer, Greenfelder and O'Connell",MED,HMO  ,KHP001345 ,KHG001345 ,KHB001345 ,4213
1243,"Kautzer, Greenfelder and O'Connell",MED,PPO  ,KPP001347 ,KPG001347 ,KPB001347 ,1211
1243,"Kautzer, Greenfelder and O'Connell",MED,POS  ,KPP001346 ,KPG001346 ,KPB001346 ,593
1243,"Kautzer, Greenfelder and O'Connell",DENT,DHMO ,KDP001343 ,KDG001343 ,KDB001343 ,478
1243,"Kautzer, Greenfelder and O'Connell",DENT,DPPO ,KDP001344 ,KDG001344 ,KDB001344 ,146
1243,"Kautzer, Greenfelder and O'Connell",DENT,DEPO ,KDP001342 ,KDG001342 ,KDB001342 ,159
1243,"Kautzer, Greenfelder and O'Connell","MED,DENT",GHMO ,KGP001348 ,KGG001348 ,KGB001348 ,658
1243,"Kautzer, Greenfelder and O'Connell","MED,DENT",GPPO ,KGP001349 ,KGG001349 ,KGB001349 ,68
1244,O'Hara-Russel,DENT,DHMO ,ODP001351 ,ODG001351 ,ODB001351 ,11734
1244,O'Hara-Russel,DENT,DPPO ,ODP001352 ,ODG001352 ,ODB001352 ,3947
1244,O'Hara-Russel,DENT,DEPO ,ODP001350 ,ODG001350 ,ODB001350 ,3844
1244,O'Hara-Russel,PDP,PDP  ,OPP001355 ,OPG001355 ,OPB001355 ,6501
1244,O'Hara-Russel,"DENT,PDP",GHMO ,OGP001353 ,OGG001353 ,OGB001353 ,4572
1244,O'Hara-Russel,"DENT,PDP",GPPO ,OGP001354 ,OGG001354 ,OGB001354 ,1959
1245,Cole and Sons,MED,HMO  ,CHP001356 ,CHG001356 ,CHB001356 ,18851
1245,Cole and Sons,MED,PPO  ,CPP001358 ,CPG001358 ,CPB001358 ,5396
1245,Cole and Sons,MED,POS  ,CPP001357 ,CPG001357 ,CPB001357 ,2768
